id,name,tags,Status,comment
ingred_bread_01_UNI3,Muffin,Meal,done,"Carried by Gakkenfeld, an Orc at the Gro-Bagrat Plantation in the Ascadian Isles region."
ingred_chokeweed_01,Chokeweed,Plant,done,Found growing in drier regions
ingred_comberry_01,Comberry,Fruit,done,Grows in shrubs in the West Gash and Ascadian Isles regions
ingred_coprinus_01,Violet Coprinus,Mushroom,done,"These mushrooms grow throughout the Bitter Coast region, and are also common in caves."
ingred_corkbulb_root_01,Corkbulb Root,Plant,done,Mostly found in drier regions in the wild.
ingred_corprus_weepings_01,Corprus weepings,"Meat,Poison",done,Found by killing Corprus Stalkers
ingred_crab_meat_01,Crab Meat,Fish,done,Found by killing Mudcrabs
ingred_cursed_daedras_heart_01,Daedra's Heart,Meat,done,Found as offerings at Daedric shrines. See Cursed Items for more details.
ingred_Dae_cursed_diamond_01,Diamond,Gem,done,Found as offerings at Daedric shrines. See Cursed Items for more details.
ingred_Dae_cursed_emerald_01,Emerald,Gem,done,Found as offerings at Daedric shrines. See Cursed Items for more details.
ingred_Dae_cursed_pearl_01,Pearl,Gem,done,Found as offerings at Daedric shrines. See Cursed Items for more details.
ingred_Dae_cursed_raw_ebony_01,Raw Ebony,Ore,done,Found as offerings at Daedric shrines. See Cursed Items for more details.
ingred_Dae_cursed_ruby_01,Ruby,Gem,done,Found as offerings at Daedric shrines. See Cursed Items for more details.
ingred_daedra_skin_01,Daedra Skin,Hide,done,"Somewhat rare, mostly found at vendors -- See Note"
ingred_daedras_heart_01,Daedra's Heart,Meat,done,"Found by killing most Daedra - Dremora, Ogrim, Clannfears, Daedroth, etc."
ingred_diamond_01,Diamond,Gem,done,Common in barrels in Dwemer ruins. Also found in a small number of caves
ingred_dreugh_wax_01,Dreugh Wax,CreaturePart,done,Found by killing Dreugh
ingred_ectoplasm_01,Ectoplasm,CreaturePart,done,Found by killing Ghosts
ingred_emerald_01,Emerald,Gem,done,Common in barrels in Dwemer ruins
ingred_emerald_pinetear,Pinetear,Gem,done,Family heirloom obtained during A Wife's Retribution.
ingred_eyeball,Grahl Eyeball,CreaturePart,done,Found by killing Grahls
ingred_eyeball_unique,Flaming Eye of the Lightkeeper,CreaturePart,done,Taken from the Lightkeeper Grahl during The Ritual of the Sun.
ingred_fire_petal_01,Fire Petal,Plant,done,"Found growing in the Molag Amur, Ashlands, and Red Mountain regions"
ingred_fire_salts_01,Fire Salts,Salt,done,Found by killing Flame Atronachs
ingred_frost_salts_01,Frost Salts,Salt,done,Found by killing Frost Atronachs
ingred_ghoul_heart_01,Ghoul Heart,Meat,done,"Supposedly the heart tissue of an Ash Ghoul, but not found on them. Mostly in random ingredient containers and sold at vendors. -- See Note"
ingred_gold_kanet_01,Gold Kanet,Plant,done,Found growing in bushes in the grassy regions
ingred_gold_kanet_unique,Roland's Tear,Plant,done,This variation of Gold Kanet grows near Ald Sotha. Needed for the quest of the same name.
ingred_gravedust_01,Gravedust,Dust,done,No reliable location. Occasionally for sale at vendors or found in random containers
ingred_gravetar_01,Gravetar,Dust,done,Found by killing Draugr
ingred_green_lichen_01,Green Lichen,Plant,done,Mostly grows on rocks in caves
ingred_guar_hide_01,Guar Hide,Hide,done,Found by killing Guars
ingred_guar_hide_girith,Girith's Guar Hide,Hide,done,"Stolen from Athanden Girith, a trader in the Grazelands. Recover them in the Girith's Stolen Hides quest."
ingred_guar_hide_marsus,Marsus' Guar Hide,Hide,done,"Stolen from Marsus Tullius, a trader in the Grazelands. Recover them in the Marsus Tullius' Missing Hides quest."
ingred_hackle-lo_leaf_01,Hackle-Lo Leaf,Plant,done,Found as food in most houses; grows wild in the Azura's Coast region.
ingred_heartwood_01,Heartwood,Plant,done,Occasionally found by killing Spriggans
ingred_heather_01,Heather,Plant,done,This common flower grows throughout the greener regions of Vvardenfell.
ingred_holly_01,Holly Berries,Fruit,done,Grows all over Solstheim
ingred_horker_tusk_01,Horker Tusk,"CreaturePart,Claw",done,Found by killing Horkers
ingred_hound_meat_01,Hound Meat,Meat,done,Found by killing Nix-Hounds
ingred_human_meat_01,Human Flesh,Meat,done,Very rare. Only found in certain places. One is Palansour
ingred_innocent_heart,Heart of an Innocent,Meat,done,Obtained during the Rite of the Wolf Giver quest.
ingred_kagouti_hide_01,Kagouti Hide,Hide,done,Found by killing Kagoutis
ingred_kresh_fiber_01,Kresh Fiber,Plant,done,"Kreshweed is found growing near sea water, most common in the Azura's Coast, Bitter Coast and West Gash regions."
ingred_kwama_cuttle_01,Kwama Cuttle,Meat,done,Found by killing Kwama (any type).
ingred_marshmerrow_01,Marshmerrow,Vegetable,done,"Found growing near water, most common in the Azura's Coast region"
ingred_moon_sugar_01,Moon Sugar,Poison,done,Found in smuggler caves. Most vendors will not deal with you if you are carrying this illegal narcotic substance.
ingred_muck_01,Muck,Plant,done,Found in Muckspunge plants which grow near water in many regions
ingred_netch_leather_01,Netch Leather,Leather,done,Found by killing Netch
ingred_pearl_01,Pearl,Gem,done,Found in kollops on the sea floor. Also found in barrels in Dwemer ruins.
ingred_racer_plumes_01,Racer Plumes,"CreaturePart,Feather",done,Found by killing Cliff Racers
ingred_rat_meat_01,Rat Meat,Meat,done,Found by killing Rats
ingred_raw_ebony_01,Raw Ebony,Ore,done,Found in Ebony Mines. Usually a crime to take it.
ingred_raw_glass_01,Raw Glass,Ore,done,Found in Glass Mines. Usually a crime to take it.
ingred_raw_glass_tinos,Raw Glass,Ore,done,"Found in Beshara, needed for The Angry Trader quest."
ingred_raw_Stalhrim_01,Raw Stalhrim,Ore,done,Found in barrows. Ancient Stalhrim Pickaxe required.
ingred_red_lichen_01,Red Lichen,Plant,done,"Found growing on rocks, mostly in the Ashlands. Also for sale at vendors."
ingred_resin_01,Resin,Resin,done,No reliable location. Occasionally for sale at vendors or found in random containers.
ingred_roobrush_01,Roobrush,"Plant,Tea",done,Found growing in hilly regions
ingred_ruby_01,Ruby,Gem,done,Often found in barrels in Dwemer ruins
ingred_russula_01,Luminous Russula,Mushroom,done,"Found in the Bitter Coast region, also common in caves"
ingred_saltrice_01,Saltrice,"Plant,Grain",done,"Found growing near sea water, most common in the Azura's Coast region. Also a common food item in houses."
ingred_scales_01,Scales,Scale,done,Found by killing Slaughterfish
ingred_scamp_skin_01,Scamp Skin,Hide,done,Found by killing Scamps
ingred_scathecraw_01,Scathecraw,Plant,done,"Grows in dry, hilly regions"
ingred_scrap_metal_01,Scrap Metal,Metal,done,Found by killing Dwemer constructs. Also common in barrels and on shelves in Dwemer ruins.
ingred_scrib_jelly_01,Scrib Jelly,Sweet,done,Found by killing Scribs
ingred_scrib_jelly_02,Meteor Slime,"Mineral,Plant",done,"Found on Charles the Plant, at Jobasha's Rare Books in Vivec."
ingred_scrib_jerky_01,Scrib Jerky,Meat,done,Found as a food item in houses.
ingred_scuttle_01,Scuttle,Meat,done,Found as a food item in houses.
ingred_shalk_resin_01,Shalk Resin,Resin,done,Found by killing Shalks
ingred_sload_soap_01,Sload Soap,Soap,done,Rare. Mostly found for sale at vendors or in random containers.
ingred_snowbear_pelt_unique,Snow Bear Pelt,Pelt,done,Found by killing Snow Bears
ingred_snowwolf_pelt_unique,Snow Wolf Pelt,Pelt,done,Found by killing Snow Wolves
ingred_stoneflower_petals_01,Stoneflower Petals,Plant,done,These flowers are common in the West Gash and Ascadian Isles regions.
ingred_trama_root_01,Trama Root,"Plant,Vegetable",done,"Found growing in dry, hilly regions"
ingred_treated_bittergreen_uniq,Treated Bittergreen Petals,Plant,done,Given by Taros Dral of the Morag Tong to poison Balyn Omavel for Mephala's Quest.
ingred_udyrfrykte_heart,Heart of the Udyrfrykte,Meat,done,Found by killing The Udyrfrykte.
ingred_vampire_dust_01,Vampire Dust,Dust,done,Found by killing Vampires
ingred_void_salts_01,Void Salts,Salt,done,Found by killing Storm Atronachs or Winged Twilights
ingred_wickwheat_01,Wickwheat,"Plant,Grain",done,Found growing in the Grazelands region
ingred_willow_anther_01,Willow Anther,Plant,done,Most common in the Ascadian Isles region
ingred_wolf_heart,Heart of the Wolf,Meat,done,Obtained during the Rite of the Wolf Giver quest.
ingred_wolf_pelt,Wolf Pelt,Pelt,done,Found by killing Wolves
ingred_wolfsbane_01,Wolfsbane Petals,Plant,done,Grows on Hvitkald Peak. One found in Lassnr's shack in the Skaal village.
poison_goop00,Poison,Poison,done,"Very rare. Only a few are known to exist. Some in Palansour, and also in Mudan Grotto."
T_Glb_UNI_Skyrim_Ice_01,Skyrim Ice,,done,
T_IngCrea _GremlinEarWax_01,Gremlin Earwax,Wax,done,
T_IngCrea _SnowraySting_01,Snowray Sting,Claw,done,
T_IngCrea _StridentBirdEgg_01,Strident Runner Egg,Egg,done,
T_IngCrea _StridentBirdFeath_01,Strident Runner Feathers,Feather,done,
T_IngCrea_AebisFeathers_01,Aebis Feathers,Feather,done,
T_IngCrea_AlphynClaw_01,Alphyn Claw,Claw,done,
T_IngCrea_Ambergris,Ambergris,Gem,done,
T_IngCrea_Ambergris_float,Ambergris,Gem,done,
T_IngCrea_Angelfish_01,Angelfish,Fish,done,
T_IngCrea_ArmunHide_01,Armun Kagouti Hide,Hide,done,
T_IngCrea_AspisGland,Aspis Venom Gland,Poison,done,
T_IngCrea_AstralJellyfish_01,Astral Jellyfish,Fish,done,
T_IngCrea_AtavisticEye_01,Atavistic Eye,CreaturePart,done,
T_IngCrea_BarkHeart_01,Bark Heart,Meat,done,
T_IngCrea_BarkScale_01,Bark Scale,Scale,done,
T_IngCrea_BarracudaSteak_01,Barracuda Steak,Fish,done,
T_IngCrea_BarracudaTailfin_01,Barracuda Tailfin,Fish,done,
T_IngCrea_BearpeltBlack_01,Black Bear Pelt,Pelt,done,
T_IngCrea_BeetleResin_01,Beetle Resin,Resin,done,
T_IngCrea_BeetleShell_01,Dust Beetle Shell,Shell,done,
T_IngCrea_BeetleShell_02,Crag Beetle Shell,Shell,done,
T_IngCrea_BeetleShell_03,Wood Beetle Shell,Shell,done,
T_IngCrea_BeetleShell_04,Horned Beetle Shell,Shell,done,
T_IngCrea_BezoarStone_01,Bezoar Stone,CreaturePart,done,
T_IngCrea_BosmerBeeswax_01,Beeswax,Wax,done,
T_IngCrea_ButterflyWingCyr_01,Red Fan Butterfly Wing,CreaturePart,done,
T_IngCrea_ButterflyWingCyr_02,Blue Chalk Butterfly Wing,CreaturePart,done,
T_IngCrea_ButterflyWingCyr_03,Ocularis Butterfly Wing,CreaturePart,done,
T_IngCrea_ButterflyWingCyr_04,Fruitbearer Butterfly Wing,CreaturePart,done,
T_IngCrea_ButterflyWingCyr_05,Ephialtic Nightkiss Wing,CreaturePart,done,
T_IngCrea_ButterflyWingCyr_06,Drakewing Butterfly Wing,CreaturePart,done,
T_IngCrea_ButterflyWingSky_01,Sweetroll Butterfly Wing,CreaturePart,done,
T_IngCrea_ButterflyWingSky_02,Scrapling Butterfly Wing,CreaturePart,done,
T_IngCrea_ButterflyWingSky_03,Amberwing Butterfly Wing,CreaturePart,done,
T_IngCrea_ButterflyWingSky_04,Cloud Flutterling Wing,CreaturePart,done,
T_IngCrea_CanahFeather,Canah Feather,Feather,done,
T_IngCrea_CaveTrollEar_01,Cave Troll Ear,Meat,done,
T_IngCrea_CephalopodShell_01,Cephalopod Shell Fragment,Shell,done,
T_IngCrea_CetaceanMelon,Cetacean Melon,Fruit,done,
T_IngCrea_ClamMeat,Clam Meat,Fish,done,
T_IngCrea_DaedricBatEye_01,Daedra Eye,CreaturePart,done,
T_IngCrea_DonkeyHide_01,Donkey Hide,Hide,done,
T_IngCrea_Dragonscales_01,Dragonscales,Scale,done,
T_IngCrea_DridreaSilk_01,Daedra Silk,CreaturePart,done,
T_IngCrea_DurzogHide_01,Durzog Hide,Hide,done,
T_IngCrea_DuskyParrotfish_01,Dusky Parrotfish,Fish,done,
T_IngCrea_DWyrmGland,Danswyrm Venom Gland,Poison,done,
T_IngCrea_EmbalmingPaste_01,Embalming Paste,Pulp,done,
T_IngCrea_Eyestar_01,Eyestar,Plant,done,
T_IngCrea_EyestarDae_01,Eyestar,Plant,done,
T_IngCrea_FlyMusk_01,Raw Musk,CreaturePart,done,
T_IngCrea_FrogEye_01,Frog Eyeball,CreaturePart,done,
T_IngCrea_FrostTrollPelt_01,Frost Troll Pelt,Pelt,done,
T_IngCrea_GoatPelt_01,Goat Fur,Pelt,done,
T_IngCrea_GoldTanthaBeak_01,Gold Tantha Beak,Claw,done,
T_IngCrea_GremlinEarWax_01,Gremlin Earwax,Wax,done,
T_IngCrea_HagravenFeathers_01,Hagraven Feathers,Feather,done,
T_IngCrea_HirvHide_01,Hirv Hide,Hide,done,
T_IngCrea_HoomEgg_01,Hoom Egg,Egg,done,
T_IngCrea_HopperAntler_01,Hopper Antler,Claw,done,
T_IngCrea_HopperMeat,Sharai Hopper Meat,Meat,done,
T_IngCrea_HorkerPupPelt_01,Horker Pup Pelt,Pelt,done,
T_IngCrea_HorkerPupPelt_02,Horker Pup Pelt,Pelt,done,
T_IngCrea_HorkerPupPelt_03,Horker Pup Pelt,Pelt,done,
T_IngCrea_HumanHeart,Human Heart,Meat,done,
T_IngCrea_IcewraithTeeth_01,Ice Wraith Teeth,Claw,done,
T_IngCrea_IronToadHide,Iron Hide,Hide,done,
T_IngCrea_Ivory,Ivory,Claw,done,
T_IngCrea_Jadescales_01,Jadescales,Scale,done,
T_IngCrea_KoboldTongue_01,Kobold Tongue,CreaturePart,done,
T_IngCrea_KwamaChitin_01,Kwama Chitin,Shell,done,
T_IngCrea_KwoomEgg_01,Kwoom Egg,Egg,done,
T_IngCrea_KwoomFronds,Kwoom Fronds,Plant,done,
T_IngCrea_LamiaHair_01,Lamia Hair,CreaturePart,done,
T_IngCrea_LamplightResin_01,Lamplight,Resin,done,
T_IngCrea_LichDust_01,Lich Dust,Dust,done,
T_IngCrea_MeatDark_01,Warm Meat,Meat,done,
T_IngCrea_MeatHoney_01,Meat Honey,Honey,done,
T_IngCrea_Minotaurhorn_01,Minotaur Horn,Claw,done,
T_IngCrea_MoonMothWing_01,Moon Moth Wing,CreaturePart,done,
T_IngCrea_MothWingCyr_02,Ancestor Moth Wing,CreaturePart,done,
T_IngCrea_MothWingCyr_03,Yellow Moth Wing,CreaturePart,done,
T_IngCrea_MothWingCyr_04,Arrow Moth Wing,CreaturePart,done,
T_IngCrea_MothWingCyr_05,Cusp Moth Wing,CreaturePart,done,
T_IngCrea_MothWingCyr_06,Rosy Moth Wing,CreaturePart,done,
T_IngCrea_MothWingMw_01,Blight Moth Wing,CreaturePart,done,
T_IngCrea_MothWingMw_02,Ash Moth Wing,CreaturePart,done,
T_IngCrea_MothWingMw_03,Lute Moth Wing,CreaturePart,done,
T_IngCrea_MothWingSky_01,Umber Moth Wing,CreaturePart,done,
T_IngCrea_MothWingSky_02,Buck Moth Wing,CreaturePart,done,
T_IngCrea_MothWingSky_03,Antler Moth Wing,CreaturePart,done,
T_IngCrea_MothWingSky_04,Clearwing Moth Wing,CreaturePart,done,
T_IngCrea_Mummyheart_01,Mummy Heart,Meat,done,
T_IngCrea_Muskratfur_01,Muskrat Fur,Pelt,done,
T_IngCrea_Newtscales_01,Newt Scales,Scale,done,
T_IngCrea_OrcBlood_01,Orc's Blood,CreaturePart,done,
T_IngCrea_OysterMeat_01,Oyster Meat,Fish,done,
T_IngCrea_OysterMeat_02,Oyster Meat,Fish,done,
T_IngCrea_Pearlessence_01,Pearlessence,CreaturePart,done,
T_IngCrea_PrawnTail,Prawn Tail,Fish,done,
T_IngCrea_PrismaticDust_01,Prismatic Dust,Dust,done,
T_IngCrea_RakiTeeth_01,Raki Teeth,Claw,done,
T_IngCrea_RedoranHoundChitin_01,Hunting Hound Chitin,"Shell,Chitin",done,
T_IngCrea_RedSharkMeat_01,Red Shark Meat,Meat,done,
T_IngCrea_RocEgg_01,Roc Egg,Egg,done,
T_IngCrea_RocFeather,Roc Feather,Feather,done,
T_IngCrea_SaberCatTooth_01,Saber Cat Tooth,Claw,done,
T_IngCrea_SeaUrchinMeat_01,Sea Urchin Meat,Meat,done,
T_IngCrea_ShellMolecrab_01,Big Mole Crab Shell,Shell,done,
T_IngCrea_ShellMolecrab_02,Small Mole Crab Shell,Shell,done,
T_IngCrea_ShellParastylus_01,Parastylus Shell Fragment,Shell,done,
T_IngCrea_Silk_01,Raw Silk,Silk,done,
T_IngCrea_SilverSpadeMeat_01,Silver Spade Meat,Meat,done,
T_IngCrea_SkyrenderVenom_01,Skyrender Venom,Poison,done,
T_IngCrea_SkyrendQStinger_01,Skyrender Queen Stinger,Poison,done,
T_IngCrea_SkyrendSlumgum_01,Skyrender Slumgum,,done,
T_IngCrea_SnowraySting_01,Snowray Sting,Poison,done,
T_IngCrea_SpiderSilk_01,Spider Silk,Silk,done,
T_IngCrea_Spikeworm_01,Spikeworm Carapace,Shell,done,
T_IngCrea_Starfish_01,Starfish Leg,Fish,done,
T_IngCrea_Starfish_02,Starfish Leg,Fish,done,
T_IngCrea_Starfish_03,Starfish Leg,Fish,done,
T_IngCrea_StridentBirdEgg_01,Strident Runner Egg,Egg,done,
T_IngCrea_StridentBirdFeath_01,Strident Runner Feathers,Feather,done,
T_IngCrea_SturgeonMeat_01,Sturgeon Meat,Fish,done,
T_IngCrea_SturgeonRoe_01,Sturgeon Roe,Fish,done,
T_IngCrea_TanthaEgg_01,Tantha Egg,Egg,done,
T_IngCrea_Termite_01,Termites,Meat,done,
T_IngCrea_ThresherClaw_01,Thresher Claw,Claw,done,
T_IngCrea_Trichobezoar_01,Trichobezoar,,done,
T_IngCrea_Trollfat_01,Troll Fat,Fat,done,
T_IngCrea_TwilightMembrane_01,Winged Twilight Membrane,CreaturePart,done,
T_IngCrea_VelkNectarSack_01,Velk Nectar Sac,Plant,done,
T_IngCrea_WelkyndDust_01,Welkynd Dust,Dust,done,
T_IngCrea_Wool_01,Raw Wool,Wool,done,
T_IngCrea_WormmouthHide_01,Wormmouth Hide,Hide,done,
T_IngCrea_YethResin_01,Yeth Resin,Resin,done,
T_IngDye_ImperialPurple_01,Imperial Purple Dye,,done,
T_IngDye_Ultramarine_01,Ultramarine Dye,,done,
T_IngDye_Verdigris_01,Verdigris Dye,,done,
T_IngDye_Vermilion_01,Vermilion Dye,,done,
T_IngDye_WhiteLead_01,White Lead Dye,,done,
T_IngDye_YellowOchre_01,Yellow Ochre Dye,,done,
T_IngFlor_AlchemistsGlobe_01,Alchemist's Globe,Plant,done,
T_IngFlor_Alkanet_01,Alkanet Flower,Plant,done,
T_IngFlor_AloeVeraPulp_01,Aloe Vera Pulp,"Plant,Pulp",done,
T_IngFlor_AnemicTwinstipe_01,Anemic Twinstipe,Mushroom,done,
T_IngFlor_Aquilegia_01,Aquilegia Root Pulp,"Plant,Pulp",done,
T_IngFlor_Arrowroot_01,Arrowroot,Plant,done,
T_IngFlor_ArrowrootFlower_01,Arrowroot Flower,"Plant,Flower",done,
T_IngFlor_Ashdew_01,Ashdew,Plant,done,
T_IngFlor_AspyrTea_01,Aspyr Tea Leaves,"Plant,Tea",done,
T_IngFlor_Asteria_01,Asteria,"Plant,Vegetable",done,
T_IngFlor_Bearclaw_01,Bearclaw Flower,"Plant,Flower",done,
T_IngFlor_BertpodSlice_01,Bertpod Slice,Fruit,done,
T_IngFlor_Bitterstar_01,Bitterstar Seeds,"Spice,Plant,Seed",done,
T_IngFlor_BjoulsaeRose_01,Bjoulsae Rose,"Plant,Flower",done,
T_IngFlor_BlackrosePetal_01,Black Rose,"Plant,Flower",done,
T_IngFlor_BlackrosePetalDae_01,Black Rose,"Plant,Flower",done,
T_IngFlor_BlacksporeCap_01,Black Spore Cap,Mushroom,done,
T_IngFlor_Bleakbell_01,Bleak Bell,Plant,done,
T_IngFlor_Bleakstar_01,Bleakstar Stalk,Plant,done,
T_IngFlor_BlisteringFoment_01,Blistering Fomentarius,Mushroom,done,
T_IngFlor_BlisterSpore_01,Blister Spore,Plant,done,
T_IngFlor_Blknet_01,Blacknettle,Plant,done,
