id,name,tags,comment
"AB_IngCrea_GuarMeat_01","Guar Meat","Meat",""
"T_IngFood_MeatGuar_01","Guar Meat","Meat",""
"TR_m4_TT_SpawnHackleLo","Hackle-Lo Leaf","Vegetable,Plant",""
"ingred_hackle-lo_leaf_01","Hackle-Lo Leaf","Vegetable,Plant","Found as food in most houses; grows wild in the Azura's Coast region."
"T_IngCrea_HagravenFeathers_01","Hagraven Feathers","CreaturePart,Feather",""
"T_IngFood_MeatHam_01","Ham","Meat",""
"T_IngFlor_Hamumroot_01","Hamum Root","Plant",""
"T_IngFlor_Hamumroot_02","Hamum Root","Plant",""
"T_IngFlor_Hamumroot_03","Hamum Root","Plant",""
"T_IngFood_Hardtack_01","Hardtack","Grain",""
"AB_IngFlor_Harrada_01","Harrada","",""
"T_IngFlor_Harrada_01","Harrada","",""
"T_IngFlor_Cabbage_01","Head of Cabbage","Vegetable",""
"TR_m7_Dradivas_Stone","Healing Stone","",""
"ingred_innocent_heart","Heart of an Innocent","CreaturePart","Obtained during the Rite of the Wolf Giver quest."
"ingred_udyrfrykte_heart","Heart of the Udyrfrykte","CreaturePart","Found by killing The Udyrfrykte."
"ingred_wolf_heart","Heart of the Wolf","CreaturePart","Obtained during the Rite of the Wolf Giver quest."
"ingred_heartwood_01","Heartwood","Plant","Occasionally found by killing Spriggans"
"ingred_heather_01","Heather","Plant","This common flower grows throughout the greener regions of Vvardenfell."
"TR_m4_q_AG_gift","Heirloom of the Lost Tribe","",""
"T_IngFlor_Hellebore_01","Hellebore Pollen","Plant",""
"TR_m7_Ns_MG_Hemlock_01","Hemlock Seeds","Spice,Plant",""
"T_IngFlor_Hemlock_01","Hemlock Seeds","Spice,Plant",""
"T_IngFlor_Hibiscus_01","Hibiscus Flower","Plant",""
"T_IngCrea_HirvHide_01","Hirv Hide","CreaturePart,Hide",""
"ingred_holly_01","Holly Berries","Fruit,Plant","Grows all over Solstheim"
"T_IngFood_Honey_01","Honey","Sweet",""
"T_IngFlor_HoneyLily_01","Honey Lily Blossom","Sweet,Plant",""
"T_IngFlor_HoneyLily_02","Honey Lily Leaf","Sweet,Plant",""
"T_IngCrea_HoomEgg_01","Hoom Egg","Egg",""
"T_IngCrea_HopperAntler_01","Hopper Antler","CreaturePart",""
"T_IngFood_MeatHorker_01","Horker Meat","Meat",""
"T_IngCrea_HorkerPupPelt_01","Horker Pup Pelt","CreaturePart,Pelt",""
"T_IngCrea_HorkerPupPelt_02","Horker Pup Pelt","CreaturePart,Pelt",""
"T_IngCrea_HorkerPupPelt_03","Horker Pup Pelt","CreaturePart,Pelt",""
"ingred_horker_tusk_01","Horker Tusk","CreaturePart","Found by killing Horkers"
"T_IngCrea_BeetleShell_04","Horned Beetle Shell","CreaturePart",""
